Title,Authors,pdf,supp,arXiv
ANIM: Accurate Neural Implicit Model for Human Reconstruction from a single RGB-D Image,"Marco Pesavento, Yuanlu Xu, Nikolaos Sarafianos, Robert Maier, Ziyan Wang, Chun-Han Yao, Marco Volino, Edmond Boyer, Adrian Hilton, Tony Tung",https://openaccess.thecvf.com/content/CVPR2024/papers/Pesavento_ANIM_Accurate_Neural_Implicit_Model_for_Human_Reconstruction_from_a_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Pesavento_ANIM_Accurate_Neural_CVPR_2024_supplemental.pdf,
Real-Time Simulated Avatar from Head-Mounted Sensors,"Zhengyi Luo, Jinkun Cao, Rawal Khirodkar, Alexander Winkler, Kris Kitani, Weipeng Xu",https://openaccess.thecvf.com/content/CVPR2024/papers/Luo_Real-Time_Simulated_Avatar_from_Head-Mounted_Sensors_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Luo_Real-Time_Simulated_Avatar_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.06862
Discovering Syntactic Interaction Clues for Human-Object Interaction Detection,"Jinguo Luo, Weihong Ren, Weibo Jiang, Xi'ai Chen, Qiang Wang, Zhi Han, Honghai Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Luo_Discovering_Syntactic_Interaction_Clues_for_Human-Object_Interaction_Detection_CVPR_2024_paper.pdf,,
Inter-X: Towards Versatile Human-Human Interaction Analysis,"Liang Xu, Xintao Lv, Yichao Yan, Xin Jin, Shuwen Wu, Congsheng Xu, Yifan Liu, Yizhou Zhou, Fengyun Rao, Xingdong Sheng, Yunhui Liu, Wenjun Zeng, Xiaokang Yang",https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Inter-X_Towards_Versatile_Human-Human_Interaction_Analysis_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xu_Inter-X_Towards_Versatile_CVPR_2024_supplemental.pdf,
Generalized Predictive Model for Autonomous Driving,"Jiazhi Yang, Shenyuan Gao, Yihang Qiu, Li Chen, Tianyu Li, Bo Dai, Kashyap Chitta, Penghao Wu, Jia Zeng, Ping Luo, Jun Zhang, Andreas Geiger, Yu Qiao, Hongyang Li",https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Generalized_Predictive_Model_for_Autonomous_Driving_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Generalized_Predictive_Model_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.09630
FACT: Frame-Action Cross-Attention Temporal Modeling for Efficient Action Segmentation,"Zijia Lu, Ehsan Elhamifar",https://openaccess.thecvf.com/content/CVPR2024/papers/Lu_FACT_Frame-Action_Cross-Attention_Temporal_Modeling_for_Efficient_Action_Segmentation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lu_FACT_Frame-Action_Cross-Attention_CVPR_2024_supplemental.pdf,
Test-Time Zero-Shot Temporal Action Localization,"Benedetta Liberatori, Alessandro Conti, Paolo Rota, Yiming Wang, Elisa Ricci",https://openaccess.thecvf.com/content/CVPR2024/papers/Liberatori_Test-Time_Zero-Shot_Temporal_Action_Localization_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liberatori_Test-Time_Zero-Shot_Temporal_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.05426
AM-RADIO: Agglomerative Vision Foundation Model Reduce All Domains Into One,"Mike Ranzinger, Greg Heinrich, Jan Kautz, Pavlo Molchanov",https://openaccess.thecvf.com/content/CVPR2024/papers/Ranzinger_AM-RADIO_Agglomerative_Vision_Foundation_Model_Reduce_All_Domains_Into_One_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ranzinger_AM-RADIO_Agglomerative_Vision_CVPR_2024_supplemental.pdf,
MaskClustering: View Consensus based Mask Graph Clustering for Open-Vocabulary 3D Instance Segmentation,"Mi Yan, Jiazhao Zhang, Yan Zhu, He Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Yan_MaskClustering_View_Consensus_based_Mask_Graph_Clustering_for_Open-Vocabulary_3D_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yan_MaskClustering_View_Consensus_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2401.07745
Seamless Human Motion Composition with Blended Positional Encodings,"German Barquero, Sergio Escalera, Cristina Palmero",https://openaccess.thecvf.com/content/CVPR2024/papers/Barquero_Seamless_Human_Motion_Composition_with_Blended_Positional_Encodings_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Barquero_Seamless_Human_Motion_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.15509
PeerAiD: Improving Adversarial Distillation from a Specialized Peer Tutor,"Jaewon Jung, Hongsun Jang, Jaeyong Song, Jinho Lee",https://openaccess.thecvf.com/content/CVPR2024/papers/Jung_PeerAiD_Improving_Adversarial_Distillation_from_a_Specialized_Peer_Tutor_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Jung_PeerAiD_Improving_Adversarial_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.06668
Scaling Laws for Data Filtering-- Data Curation cannot be Compute Agnostic,"Sachin Goyal, Pratyush Maini, Zachary C. Lipton, Aditi Raghunathan, J. Zico Kolter",https://openaccess.thecvf.com/content/CVPR2024/papers/Goyal_Scaling_Laws_for_Data_Filtering--_Data_Curation_cannot_be_Compute_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Goyal_Scaling_Laws_for_CVPR_2024_supplemental.pdf,
FastMAC: Stochastic Spectral Sampling of Correspondence Graph,"Yifei Zhang, Hao Zhao, Hongyang Li, Siheng Chen",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_FastMAC_Stochastic_Spectral_Sampling_of_Correspondence_Graph_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_FastMAC_Stochastic_Spectral_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.08770
FedUV: Uniformity and Variance for Heterogeneous Federated Learning,"Ha Min Son, Moon-Hyun Kim, Tai-Myoung Chung, Chao Huang, Xin Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Son_FedUV_Uniformity_and_Variance_for_Heterogeneous_Federated_Learning_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Son_FedUV_Uniformity_and_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.18372
FedSOL: Stabilized Orthogonal Learning with Proximal Restrictions in Federated Learning,"Gihun Lee, Minchan Jeong, Sangmook Kim, Jaehoon Oh, Se-Young Yun",https://openaccess.thecvf.com/content/CVPR2024/papers/Lee_FedSOL_Stabilized_Orthogonal_Learning_with_Proximal_Restrictions_in_Federated_Learning_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lee_FedSOL_Stabilized_Orthogonal_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2308.12532
GAvatar: Animatable 3D Gaussian Avatars with Implicit Mesh Learning,"Ye Yuan, Xueting Li, Yangyi Huang, Shalini De Mello, Koki Nagano, Jan Kautz, Umar Iqbal",https://openaccess.thecvf.com/content/CVPR2024/papers/Yuan_GAvatar_Animatable_3D_Gaussian_Avatars_with_Implicit_Mesh_Learning_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yuan_GAvatar_Animatable_3D_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2312.11461
Beyond Average: Individualized Visual Scanpath Prediction,"Xianyu Chen, Ming Jiang, Qi Zhao",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Beyond_Average_Individualized_Visual_Scanpath_Prediction_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Beyond_Average_Individualized_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.12235
A Category Agnostic Model for Visual Rearrangment,"Yuyi Liu, Xinhang Song, Weijie Li, Xiaohan Wang, Shuqiang Jiang",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_A_Category_Agnostic_Model_for_Visual_Rearrangment_CVPR_2024_paper.pdf,,
Grounding Everything: Emerging Localization Properties in Vision-Language Transformers,"Walid Bousselham, Felix Petersen, Vittorio Ferrari, Hilde Kuehne",https://openaccess.thecvf.com/content/CVPR2024/papers/Bousselham_Grounding_Everything_Emerging_Localization_Properties_in_Vision-Language_Transformers_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bousselham_Grounding_Everything_Emerging_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.00878
Seeing Motion at Nighttime with an Event Camera,"Haoyue Liu, Shihan Peng, Lin Zhu, Yi Chang, Hanyu Zhou, Luxin Yan",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Seeing_Motion_at_Nighttime_with_an_Event_Camera_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_Seeing_Motion_at_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2404.11884
Representing Part-Whole Hierarchies in Foundation Models by Learning Localizability Composability and Decomposability from Anatomy via Self Supervision,"Mohammad Reza Hosseinzadeh Taher, Michael B. Gotway, Jianming Liang",https://openaccess.thecvf.com/content/CVPR2024/papers/Taher_Representing_Part-Whole_Hierarchies_in_Foundation_Models_by_Learning_Localizability_Composability_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Taher_Representing_Part-Whole_Hierarchies_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.15672
Efficient Test-Time Adaptation of Vision-Language Models,"Adilbek Karmanov, Dayan Guan, Shijian Lu, Abdulmotaleb El Saddik, Eric Xing",https://openaccess.thecvf.com/content/CVPR2024/papers/Karmanov_Efficient_Test-Time_Adaptation_of_Vision-Language_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Karmanov_Efficient_Test-Time_Adaptation_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.18293
Eyes Wide Shut? Exploring the Visual Shortcomings of Multimodal LLMs,"Shengbang Tong, Zhuang Liu, Yuexiang Zhai, Yi Ma, Yann LeCun, Saining Xie",https://openaccess.thecvf.com/content/CVPR2024/papers/Tong_Eyes_Wide_Shut_Exploring_the_Visual_Shortcomings_of_Multimodal_LLMs_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Tong_Eyes_Wide_Shut_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2401.06209
Mean-Shift Feature Transformer,Takumi Kobayashi,https://openaccess.thecvf.com/content/CVPR2024/papers/Kobayashi_Mean-Shift_Feature_Transformer_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kobayashi_Mean-Shift_Feature_Transformer_CVPR_2024_supplemental.pdf,
Domain Separation Graph Neural Networks for Saliency Object Ranking,"Zijian Wu, Jun Lu, Jing Han, Lianfa Bai, Yi Zhang, Zhuang Zhao, Siyang Song",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Domain_Separation_Graph_Neural_Networks_for_Saliency_Object_Ranking_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wu_Domain_Separation_Graph_CVPR_2024_supplemental.pdf,
Mind Marginal Non-Crack Regions: Clustering-Inspired Representation Learning for Crack Segmentation,"Zhuangzhuang Chen, Zhuonan Lai, Jie Chen, Jianqiang Li",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Mind_Marginal_Non-Crack_Regions_Clustering-Inspired_Representation_Learning_for_Crack_Segmentation_CVPR_2024_paper.pdf,,
FISBe: A Real-World Benchmark Dataset for Instance Segmentation of Long-Range Thin Filamentous Structures,"Lisa Mais, Peter Hirsch, Claire Managan, Ramya Kandarpa, Josef Lorenz Rumberger, Annika Reinke, Lena Maier-Hein, Gudrun Ihrke, Dagmar Kainmueller",https://openaccess.thecvf.com/content/CVPR2024/papers/Mais_FISBe_A_Real-World_Benchmark_Dataset_for_Instance_Segmentation_of_Long-Range_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Mais_FISBe_A_Real-World_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.00130
RegionGPT: Towards Region Understanding Vision Language Model,"Qiushan Guo, Shalini De Mello, Hongxu Yin, Wonmin Byeon, Ka Chun Cheung, Yizhou Yu, Ping Luo, Sifei Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Guo_RegionGPT_Towards_Region_Understanding_Vision_Language_Model_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Guo_RegionGPT_Towards_Region_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.02330
LL3DA: Visual Interactive Instruction Tuning for Omni-3D Understanding Reasoning and Planning,"Sijin Chen, Xin Chen, Chi Zhang, Mingsheng Li, Gang Yu, Hao Fei, Hongyuan Zhu, Jiayuan Fan, Tao Chen",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_LL3DA_Visual_Interactive_Instruction_Tuning_for_Omni-3D_Understanding_Reasoning_and_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_LL3DA_Visual_Interactive_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2311.18651
4D Gaussian Splatting for Real-Time Dynamic Scene Rendering,"Guanjun Wu, Taoran Yi, Jiemin Fang, Lingxi Xie, Xiaopeng Zhang, Wei Wei, Wenyu Liu, Qi Tian, Xinggang Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_4D_Gaussian_Splatting_for_Real-Time_Dynamic_Scene_Rendering_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wu_4D_Gaussian_Splatting_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2310.08528
RAM-Avatar: Real-time Photo-Realistic Avatar from Monocular Videos with Full-body Control,"Xiang Deng, Zerong Zheng, Yuxiang Zhang, Jingxiang Sun, Chao Xu, Xiaodong Yang, Lizhen Wang, Yebin Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Deng_RAM-Avatar_Real-time_Photo-Realistic_Avatar_from_Monocular_Videos_with_Full-body_Control_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Deng_RAM-Avatar_Real-time_Photo-Realistic_CVPR_2024_supplemental.pdf,
Selective-Stereo: Adaptive Frequency Information Selection for Stereo Matching,"Xianqi Wang, Gangwei Xu, Hao Jia, Xin Yang",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Selective-Stereo_Adaptive_Frequency_Information_Selection_for_Stereo_Matching_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Selective-Stereo_Adaptive_Frequency_CVPR_2024_supplemental.pdf,
PerAda: Parameter-Efficient Federated Learning Personalization with Generalization Guarantees,"Chulin Xie, De-An Huang, Wenda Chu, Daguang Xu, Chaowei Xiao, Bo Li, Anima Anandkumar",https://openaccess.thecvf.com/content/CVPR2024/papers/Xie_PerAda_Parameter-Efficient_Federated_Learning_Personalization_with_Generalization_Guarantees_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xie_PerAda_Parameter-Efficient_Federated_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2302.06637
MAFA: Managing False Negatives for Vision-Language Pre-training,"Jaeseok Byun, Dohoon Kim, Taesup Moon",https://openaccess.thecvf.com/content/CVPR2024/papers/Byun_MAFA_Managing_False_Negatives_for_Vision-Language_Pre-training_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Byun_MAFA_Managing_False_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.06112
Video Prediction by Modeling Videos as Continuous Multi-Dimensional Processes,"Gaurav Shrivastava, Abhinav Shrivastava",https://openaccess.thecvf.com/content/CVPR2024/papers/Shrivastava_Video_Prediction_by_Modeling_Videos_as_Continuous_Multi-Dimensional_Processes_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shrivastava_Video_Prediction_by_CVPR_2024_supplemental.pdf,
PICTURE: PhotorealistIC virtual Try-on from UnconstRained dEsigns,"Shuliang Ning, Duomin Wang, Yipeng Qin, Zirong Jin, Baoyuan Wang, Xiaoguang Han",https://openaccess.thecvf.com/content/CVPR2024/papers/Ning_PICTURE_PhotorealistIC_virtual_Try-on_from_UnconstRained_dEsigns_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ning_PICTURE_PhotorealistIC_virtual_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.04534
InfLoRA: Interference-Free Low-Rank Adaptation for Continual Learning,"Yan-Shuo Liang, Wu-Jun Li",https://openaccess.thecvf.com/content/CVPR2024/papers/Liang_InfLoRA_Interference-Free_Low-Rank_Adaptation_for_Continual_Learning_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liang_InfLoRA_Interference-Free_Low-Rank_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.00228
Towards Robust 3D Pose Transfer with Adversarial Learning,"Haoyu Chen, Hao Tang, Ehsan Adeli, Guoying Zhao",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Towards_Robust_3D_Pose_Transfer_with_Adversarial_Learning_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Towards_Robust_3D_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.02242
Error Detection in Egocentric Procedural Task Videos,"Shih-Po Lee, Zijia Lu, Zekun Zhang, Minh Hoai, Ehsan Elhamifar",https://openaccess.thecvf.com/content/CVPR2024/papers/Lee_Error_Detection_in_Egocentric_Procedural_Task_Videos_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lee_Error_Detection_in_CVPR_2024_supplemental.pdf,
EAGLE: Eigen Aggregation Learning for Object-Centric Unsupervised Semantic Segmentation,"Chanyoung Kim, Woojung Han, Dayun Ju, Seong Jae Hwang",https://openaccess.thecvf.com/content/CVPR2024/papers/Kim_EAGLE_Eigen_Aggregation_Learning_for_Object-Centric_Unsupervised_Semantic_Segmentation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kim_EAGLE_Eigen_Aggregation_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.01482
AVID: Any-Length Video Inpainting with Diffusion Model,"Zhixing Zhang, Bichen Wu, Xiaoyan Wang, Yaqiao Luo, Luxin Zhang, Yinan Zhao, Peter Vajda, Dimitris Metaxas, Licheng Yu",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_AVID_Any-Length_Video_Inpainting_with_Diffusion_Model_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_AVID_Any-Length_Video_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.03816
NoiseCollage: A Layout-Aware Text-to-Image Diffusion Model Based on Noise Cropping and Merging,"Takahiro Shirakawa, Seiichi Uchida",https://openaccess.thecvf.com/content/CVPR2024/papers/Shirakawa_NoiseCollage_A_Layout-Aware_Text-to-Image_Diffusion_Model_Based_on_Noise_Cropping_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shirakawa_NoiseCollage_A_Layout-Aware_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.03485
Uncertainty-Guided Never-Ending Learning to Drive,"Lei Lai, Eshed Ohn-Bar, Sanjay Arora, John Seon Keun Yi",https://openaccess.thecvf.com/content/CVPR2024/papers/Lai_Uncertainty-Guided_Never-Ending_Learning_to_Drive_CVPR_2024_paper.pdf,,
FakeInversion: Learning to Detect Images from Unseen Text-to-Image Models by Inverting Stable Diffusion,"George Cazenavette, Avneesh Sud, Thomas Leung, Ben Usman",https://openaccess.thecvf.com/content/CVPR2024/papers/Cazenavette_FakeInversion_Learning_to_Detect_Images_from_Unseen_Text-to-Image_Models_by_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Cazenavette_FakeInversion_Learning_to_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2406.08603
PLGSLAM: Progressive Neural Scene Represenation with Local to Global Bundle Adjustment,"Tianchen Deng, Guole Shen, Tong Qin, Jianyu Wang, Wentao Zhao, Jingchuan Wang, Danwei Wang, Weidong Chen",https://openaccess.thecvf.com/content/CVPR2024/papers/Deng_PLGSLAM_Progressive_Neural_Scene_Represenation_with_Local_to_Global_Bundle_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Deng_PLGSLAM_Progressive_Neural_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.09866
Multi-Task Dense Prediction via Mixture of Low-Rank Experts,"Yuqi Yang, Peng-Tao Jiang, Qibin Hou, Hao Zhang, Jinwei Chen, Bo Li",https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Multi-Task_Dense_Prediction_via_Mixture_of_Low-Rank_Experts_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Multi-Task_Dense_Prediction_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.17749
Binding Touch to Everything: Learning Unified Multimodal Tactile Representations,"Fengyu Yang, Chao Feng, Ziyang Chen, Hyoungseob Park, Daniel Wang, Yiming Dou, Ziyao Zeng, Xien Chen, Rit Gangopadhyay, Andrew Owens, Alex Wong",https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Binding_Touch_to_Everything_Learning_Unified_Multimodal_Tactile_Representations_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Binding_Touch_to_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2401.18084
